名称,大类,中类,经度,纬度,省份,地级市,lon,lat,name,区县,type,operator,ports,place_type
星星充电汽车充电站(响桥十字),汽车相关,充电站,108.6146035,34.05582164,陕西省,西安市,108.6146035,34.05582164,星星充电汽车充电站(响桥十字),西安市,汽车相关 充电站,星星充电,2,其他
星星充电汽车充电站(祖庵村王高永-博唐祥云闪电口),汽车相关,充电站,108.4978033,34.10665728,陕西省,西安市,108.4978033,34.10665728,星星充电汽车充电站(祖庵村王高永-博唐祥云闪电口),西安市,汽车相关 充电站,星星充电,6,其他
星星充电汽车充电站(东岩村委会),汽车相关,充电站,108.4839338,34.14854284,陕西省,西安市,108.4839338,34.14854284,星星充电汽车充电站(东岩村委会),西安市,汽车相关 充电站,星星充电,5,其他
星星充电汽车充电站(尧东村委会),汽车相关,充电站,108.6153754,34.05587451,陕西省,西安市,108.6153754,34.05587451,星星充电汽车充电站(尧东村委会),西安市,汽车相关 充电站,星星充电,6,其他
星星充电汽车充电站(草堂镇平夏村-博唐祥云闪电口),汽车相关,充电站,108.5880708,34.08457574,陕西省,西安市,108.5880708,34.08457574,星星充电汽车充电站(草堂镇平夏村-博唐祥云闪电口),西安市,汽车相关 充电站,星星充电,7,其他
星星充电汽车充电站(罗什村王鹏飞-博唐祥云),汽车相关,充电站,108.6041349,34.06923758,陕西省,西安市,108.6041349,34.06923758,星星充电汽车充电站(罗什村王鹏飞-博唐祥云),西安市,汽车相关 充电站,星星充电,3,其他
星星充电汽车充电站(平堰下村何欣-博唐祥云闪电口),汽车相关,充电站,108.7137377,34.00038308,陕西省,西安市,108.7137377,34.00038308,星星充电汽车充电站(平堰下村何欣-博唐祥云闪电口),西安市,汽车相关 充电站,星星充电,6,其他
星星充电汽车充电站(桑家堡村王勋-博唐祥云闪电口),汽车相关,充电站,108.5135677,34.0830549,陕西省,西安市,108.5135677,34.0830549,星星充电汽车充电站(桑家堡村王勋-博唐祥云闪电口),西安市,汽车相关 充电站,星星充电,3,其他
星星充电汽车充电站(西坡村田嘉毅-博唐祥云闪电口),汽车相关,充电站,108.5829481,34.11021979,陕西省,西安市,108.5829481,34.11021979,星星充电汽车充电站(西坡村田嘉毅-博唐祥云闪电口),西安市,汽车相关 充电站,星星充电,6,其他
星星充电汽车充电站(新义村王永建-博唐祥云),汽车相关,充电站,108.5597036,34.14275228,陕西省,西安市,108.5597036,34.14275228,星星充电汽车充电站(新义村王永建-博唐祥云),西安市,汽车相关 充电站,星星充电,2,其他
星星充电汽车充电站(元王村熊建辉-博唐祥云闪电口),汽车相关,充电站,108.5565923,34.13385282,陕西省,西安市,108.5565923,34.13385282,星星充电汽车充电站(元王村熊建辉-博唐祥云闪电口),西安市,汽车相关 充电站,星星充电,2,其他
星星充电汽车充电站(郑家庄村候成良-博唐祥云),汽车相关,充电站,108.5440438,34.06770277,陕西省,西安市,108.5440438,34.06770277,星星充电汽车充电站(郑家庄村候成良-博唐祥云),西安市,汽车相关 充电站,星星充电,2,其他
星星充电汽车充电站(小庵村张永康-博唐祥云闪电口),汽车相关,充电站,108.4792215,34.13375849,陕西省,西安市,108.4792215,34.13375849,星星充电汽车充电站(小庵村张永康-博唐祥云闪电口),西安市,汽车相关 充电站,星星充电,2,其他
星星充电汽车充电站(蓝田国鼎),汽车相关,充电站,109.3109945,34.15736335,陕西省,西安市,109.3109945,34.15736335,星星充电汽车充电站(蓝田国鼎),西安市,汽车相关 充电站,星星充电,2,其他
星星充电汽车充电站(汤峪客运站),汽车相关,充电站,109.2171475,34.02315844,陕西省,西安市,109.2171475,34.02315844,星星充电汽车充电站(汤峪客运站),西安市,汽车相关 充电站,星星充电,2,其他
星星充电汽车充电站(蓝田县佘家湾村),汽车相关,充电站,109.253028,34.06627318,陕西省,西安市,109.253028,34.06627318,星星充电汽车充电站(蓝田县佘家湾村),西安市,汽车相关 充电站,星星充电,3,其他
星星充电汽车充电站(蓝田县周家桩群-陕西春雨),汽车相关,充电站,109.189228,34.2245606,陕西省,西安市,109.189228,34.2245606,星星充电汽车充电站(蓝田县周家桩群-陕西春雨),西安市,汽车相关 充电站,星星充电,5,其他
星星充电汽车充电站(星星充电蓝田国鼎充电站),汽车相关,充电站,109.3116105,34.1578583,陕西省,西安市,109.3116105,34.1578583,星星充电汽车充电站(星星充电蓝田国鼎充电站),西安市,汽车相关 充电站,星星充电,6,其他
星星充电汽车充电站(星星充电蓝田国鼎),汽车相关,充电站,109.3116175,34.1578503,陕西省,西安市,109.3116175,34.1578503,星星充电汽车充电站(星星充电蓝田国鼎),西安市,汽车相关 充电站,星星充电,2,其他
星星充电汽车充电站(汤峪温泉景区),汽车相关,充电站,109.225105,34.0178802,陕西省,西安市,109.225105,34.0178802,星星充电汽车充电站(汤峪温泉景区),西安市,汽车相关 充电站,星星充电,3,其他
星星充电汽车充电站(温泉大道),汽车相关,充电站,109.225109,34.0179402,陕西省,西安市,109.225109,34.0179402,星星充电汽车充电站(温泉大道),西安市,汽车相关 充电站,星星充电,3,其他
星星充电汽车充电站(M1农商东街福旺汽车城充电网群),汽车相关,充电站,108.2291269,34.15726632,陕西省,西安市,108.2291269,34.15726632,星星充电汽车充电站(M1农商东街福旺汽车城充电网群),西安市,汽车相关 充电站,星星充电,3,其他
星星充电汽车充电站(星星周至喜神十字),汽车相关,充电站,108.2138377,34.19576959,陕西省,西安市,108.2138377,34.19576959,星星充电汽车充电站(星星周至喜神十字),西安市,汽车相关 充电站,星星充电,5,其他
星星充电汽车充电站(周至县北大门充电站),汽车相关,充电站,108.2071537,34.17138738,陕西省,西安市,108.2071537,34.17138738,星星充电汽车充电站(周至县北大门充电站),西安市,汽车相关 充电站,星星充电,6,其他
星星充电汽车充电站(周至县北大门),汽车相关,充电站,108.2074836,34.17169434,陕西省,西安市,108.2074836,34.17169434,星星充电汽车充电站(周至县北大门),西安市,汽车相关 充电站,星星充电,5,其他
普天汽车充电站(友谊东路中铁第壹国际),汽车相关,充电站,108.9655999,34.24226978,陕西省,西安市,108.9655999,34.24226978,普天汽车充电站(友谊东路中铁第壹国际),西安市,汽车相关 充电站,其他,4,其他
普天汽车充电站(西城出租车充电桩群),汽车相关,充电站,108.9064307,34.27002916,陕西省,西安市,108.9064307,34.27002916,普天汽车充电站(西城出租车充电桩群),西安市,汽车相关 充电站,其他,8,其他
普天汽车充电站(龙首商业街地下),汽车相关,充电站,108.9449331,34.29572734,陕西省,西安市,108.9449331,34.29572734,普天汽车充电站(龙首商业街地下),西安市,汽车相关 充电站,其他,3,其他
普天汽车充电站(省中北出租车),汽车相关,充电站,108.8504081,34.28153262,陕西省,西安市,108.8504081,34.28153262,普天汽车充电站(省中北出租车),西安市,汽车相关 充电站,其他,4,其他
普天汽车充电站(普天锦业路绿地世纪城充电桩群),汽车相关,充电站,108.8740558,34.19419184,陕西省,西安市,108.8740558,34.19419184,普天汽车充电站(普天锦业路绿地世纪城充电桩群),西安市,汽车相关 充电站,其他,7,其他
普天汽车充电站(绿地国际花都),汽车相关,充电站,108.8408228,34.2397471,陕西省,西安市,108.8408228,34.2397471,普天汽车充电站(绿地国际花都),西安市,汽车相关 充电站,其他,2,其他
普天汽车充电站(车城温泉小区南),汽车相关,充电站,108.8150557,34.29103901,陕西省,西安市,108.8150557,34.29103901,普天汽车充电站(车城温泉小区南),西安市,汽车相关 充电站,其他,8,其他
普天汽车充电站(普天站五雁路安远检测站),汽车相关,充电站,109.0118042,34.1777257,陕西省,西安市,109.0118042,34.1777257,普天汽车充电站(普天站五雁路安远检测站),西安市,汽车相关 充电站,其他,2,其他
普天汽车充电站(瑛瑝稼园停车场),汽车相关,充电站,108.6403337,34.0644548,陕西省,西安市,108.6403337,34.0644548,普天汽车充电站(瑛瑝稼园停车场),西安市,汽车相关 充电站,其他,5,其他
极氪能源汽车充电站(ZEEKR Power西安太乙城生活中心极充站),汽车相关,充电站,108.9728017,34.23592281,陕西省,西安市,108.9728017,34.23592281,极氪能源汽车充电站(ZEEKR Power西安太乙城生活中心极充站),西安市,汽车相关 充电站,其他,8,其他
极氪能源汽车充电站(ZEEKR Power西安陕建安装大厦超充站),汽车相关,充电站,108.9384047,34.24346353,陕西省,西安市,108.9384047,34.24346353,极氪能源汽车充电站(ZEEKR Power西安陕建安装大厦超充站),西安市,汽车相关 充电站,其他,6,其他
极氪能源汽车充电站(西安华东万锦城极充站),汽车相关,充电站,108.8718682,34.26026025,陕西省,西安市,108.8718682,34.26026025,极氪能源汽车充电站(西安华东万锦城极充站),西安市,汽车相关 充电站,其他,4,其他
极氪能源汽车充电站(西安浐灞金融城极充站),汽车相关,充电站,109.0373014,34.30275276,陕西省,西安市,109.0373014,34.30275276,极氪能源汽车充电站(西安浐灞金融城极充站),西安市,汽车相关 充电站,其他,6,其他
极氪能源汽车充电站(西安龙湖香醍天街超充站),汽车相关,充电站,109.0384416,34.26229387,陕西省,西安市,109.0384416,34.26229387,极氪能源汽车充电站(西安龙湖香醍天街超充站),西安市,汽车相关 充电站,其他,5,其他
极氪能源汽车充电站(西安一方中港国际极充站),汽车相关,充电站,108.9382587,34.36276374,陕西省,西安市,108.9382587,34.36276374,极氪能源汽车充电站(西安一方中港国际极充站),西安市,汽车相关 充电站,其他,2,其他
极氪能源汽车充电站(西安百寰易达生活中心超充站),汽车相关,充电站,108.9757962,34.31186755,陕西省,西安市,108.9757962,34.31186755,极氪能源汽车充电站(西安百寰易达生活中心超充站),西安市,汽车相关 充电站,其他,8,其他
极氪能源汽车充电站(西安尚北铭城轻充站),汽车相关,充电站,108.9664427,34.38810885,陕西省,西安市,108.9664427,34.38810885,极氪能源汽车充电站(西安尚北铭城轻充站),西安市,汽车相关 充电站,其他,6,其他
极氪能源汽车充电站(ZEEKR Power西安一方中港国际轻充站),汽车相关,充电站,108.9386246,34.36189067,陕西省,西安市,108.9386246,34.36189067,极氪能源汽车充电站(ZEEKR Power西安一方中港国际轻充站),西安市,汽车相关 充电站,其他,6,其他
极氪能源汽车充电站(ZEEKR Power西安一方中港国际极充站),汽车相关,充电站,108.9386286,34.36189066,陕西省,西安市,108.9386286,34.36189066,极氪能源汽车充电站(ZEEKR Power西安一方中港国际极充站),西安市,汽车相关 充电站,其他,2,其他
极氪能源汽车充电站(西安飞阳广场极充站),汽车相关,充电站,108.8428476,34.19883094,陕西省,西安市,108.8428476,34.19883094,极氪能源汽车充电站(西安飞阳广场极充站),西安市,汽车相关 充电站,其他,8,其他
极氪能源汽车充电站(西安立丰城LECITY极充站),汽车相关,充电站,108.9020078,34.19699594,陕西省,西安市,108.9020078,34.19699594,极氪能源汽车充电站(西安立丰城LECITY极充站),西安市,汽车相关 充电站,其他,4,其他
极氪能源汽车充电站(ZEEKR Power西安盈樾国际极充站),汽车相关,充电站,108.8743338,34.1921478,陕西省,西安市,108.8743338,34.1921478,极氪能源汽车充电站(ZEEKR Power西安盈樾国际极充站),西安市,汽车相关 充电站,其他,2,其他
极氪能源汽车充电站(ZEEKR Power西安立丰城LECITY极充站),汽车相关,充电站,108.9018528,34.19729097,陕西省,西安市,108.9018528,34.19729097,极氪能源汽车充电站(ZEEKR Power西安立丰城LECITY极充站),西安市,汽车相关 充电站,其他,6,其他
极氪能源汽车充电站(ZEEKR Power西安立丰城LECITY轻充站),汽车相关,充电站,108.9018528,34.19727797,陕西省,西安市,108.9018528,34.19727797,极氪能源汽车充电站(ZEEKR Power西安立丰城LECITY轻充站),西安市,汽车相关 充电站,其他,4,其他
极氪能源汽车充电站(西安星座广场超充站),汽车相关,充电站,108.9725438,34.17088277,陕西省,西安市,108.9725438,34.17088277,极氪能源汽车充电站(西安星座广场超充站),西安市,汽车相关 充电站,其他,4,其他
比亚迪汽车充电站(城投巴士公司充电站),汽车相关,充电站,108.8850367,34.27539722,陕西省,西安市,108.8850367,34.27539722,比亚迪汽车充电站(城投巴士公司充电站),西安市,汽车相关 充电站,其他,2,其他
比亚迪汽车充电站(米秦路),汽车相关,充电站,109.0190604,34.29757011,陕西省,西安市,109.0190604,34.29757011,比亚迪汽车充电站(米秦路),西安市,汽车相关 充电站,其他,6,其他
比亚迪汽车充电站(城投灞桥湿地公园站),汽车相关,充电站,109.0746195,34.31259754,陕西省,西安市,109.0746195,34.31259754,比亚迪汽车充电站(城投灞桥湿地公园站),西安市,汽车相关 充电站,其他,5,其他
比亚迪汽车充电站(石桥比亚迪汽车城),汽车相关,充电站,108.8457955,34.25347987,陕西省,西安市,108.8457955,34.25347987,比亚迪汽车充电站(石桥比亚迪汽车城),西安市,汽车相关 充电站,其他,6,其他
比亚迪汽车充电站(凤城四路),汽车相关,充电站,108.9348255,34.32636138,陕西省,西安市,108.9348255,34.32636138,比亚迪汽车充电站(凤城四路),西安市,汽车相关 充电站,其他,3,其他
比亚迪汽车充电站(城投充电辛家庙中区),汽车相关,充电站,109.002434,34.31623179,陕西省,西安市,109.002434,34.31623179,比亚迪汽车充电站(城投充电辛家庙中区),西安市,汽车相关 充电站,其他,8,其他
比亚迪汽车充电站(城投充电红旗西路站),汽车相关,充电站,108.9516426,34.35553719,陕西省,西安市,108.9516426,34.35553719,比亚迪汽车充电站(城投充电红旗西路站),西安市,汽车相关 充电站,其他,7,其他
比亚迪汽车充电站(锦业路),汽车相关,充电站,108.8890538,34.19468639,陕西省,西安市,108.8890538,34.19468639,比亚迪汽车充电站(锦业路),西安市,汽车相关 充电站,其他,5,其他
比亚迪汽车充电站(南三环),汽车相关,充电站,108.8777871,34.19053728,陕西省,西安市,108.8777871,34.19053728,比亚迪汽车充电站(南三环),西安市,汽车相关 充电站,其他,4,其他
比亚迪汽车充电站(城投雁鸣湖公交站),汽车相关,充电站,109.0430884,34.22064346,陕西省,西安市,109.0430884,34.22064346,比亚迪汽车充电站(城投雁鸣湖公交站),西安市,汽车相关 充电站,其他,5,其他
特斯拉汽车充电站(民乐园万达),汽车相关,充电站,108.9637432,34.26781908,陕西省,西安市,108.9637432,34.26781908,特斯拉汽车充电站(民乐园万达),西安市,汽车相关 充电站,特斯拉,8,其他
特斯拉汽车充电站(陕西世纪金源大饭店),汽车相关,充电站,109.0107531,34.24350274,陕西省,西安市,109.0107531,34.24350274,特斯拉汽车充电站(陕西世纪金源大饭店),西安市,汽车相关 充电站,特斯拉,4,其他
特斯拉汽车充电站(西安万和城),汽车相关,充电站,108.9946694,34.27915598,陕西省,西安市,108.9946694,34.27915598,特斯拉汽车充电站(西安万和城),西安市,汽车相关 充电站,特斯拉,8,其他
特斯拉汽车充电站(西安悦荟广场),汽车相关,充电站,108.9624734,34.26381327,陕西省,西安市,108.9624734,34.26381327,特斯拉汽车充电站(西安悦荟广场),西安市,汽车相关 充电站,特斯拉,4,其他
特斯拉汽车充电站(西安钟楼希尔顿花园酒店目的地充电站),汽车相关,充电站,108.9430276,34.25569564,陕西省,西安市,108.9430276,34.25569564,特斯拉汽车充电站(西安钟楼希尔顿花园酒店目的地充电站),西安市,汽车相关 充电站,特斯拉,5,其他
特斯拉汽车充电站(西安太乙城),汽车相关,充电站,108.9752314,34.23454152,陕西省,西安市,108.9752314,34.23454152,特斯拉汽车充电站(西安太乙城),西安市,汽车相关 充电站,特斯拉,4,其他
特斯拉汽车充电站(陕西中大国际南大街店),汽车相关,充电站,108.9463568,34.25407201,陕西省,西安市,108.9463568,34.25407201,特斯拉汽车充电站(陕西中大国际南大街店),西安市,汽车相关 充电站,特斯拉,4,其他
特斯拉汽车充电站(西安市新兴广场),汽车相关,充电站,108.9930135,34.26047304,陕西省,西安市,108.9930135,34.26047304,特斯拉汽车充电站(西安市新兴广场),西安市,汽车相关 充电站,特斯拉,3,其他
特斯拉汽车充电站(西安SKP超级站新国标),汽车相关,充电站,108.9477695,34.24710774,陕西省,西安市,108.9477695,34.24710774,特斯拉汽车充电站(西安SKP超级站新国标),西安市,汽车相关 充电站,特斯拉,6,其他
特斯拉汽车充电站(西安喜来登大酒店目的地充电站),汽车相关,充电站,108.9040973,34.26426062,陕西省,西安市,108.9040973,34.26426062,特斯拉汽车充电站(西安喜来登大酒店目的地充电站),西安市,汽车相关 充电站,特斯拉,6,其他
特斯拉汽车充电站(西安老城根G PARK),汽车相关,充电站,108.9174369,34.2849149,陕西省,西安市,108.9174369,34.2849149,特斯拉汽车充电站(西安老城根G PARK),西安市,汽车相关 充电站,特斯拉,7,其他
特斯拉汽车充电站(西安南二环特斯拉中心),汽车相关,充电站,108.9088131,34.24035463,陕西省,西安市,108.9088131,34.24035463,特斯拉汽车充电站(西安南二环特斯拉中心),西安市,汽车相关 充电站,特斯拉,7,其他
特斯拉汽车充电站(西安样飞健身有限公司),汽车相关,充电站,108.9018458,34.28785711,陕西省,西安市,108.9018458,34.28785711,特斯拉汽车充电站(西安样飞健身有限公司),西安市,汽车相关 充电站,特斯拉,3,其他
特斯拉汽车充电站(西安金辉国际广场),汽车相关,充电站,108.8872952,34.24965078,陕西省,西安市,108.8872952,34.24965078,特斯拉汽车充电站(西安金辉国际广场),西安市,汽车相关 充电站,特斯拉,7,其他
特斯拉汽车充电站(西安浐灞特斯拉中心),汽车相关,充电站,109.051654,34.21655383,陕西省,西安市,109.051654,34.21655383,特斯拉汽车充电站(西安浐灞特斯拉中心),西安市,汽车相关 充电站,特斯拉,8,其他
特斯拉汽车充电站(西安浐灞金融城),汽车相关,充电站,109.0373654,34.30239077,陕西省,西安市,109.0373654,34.30239077,特斯拉汽车充电站(西安浐灞金融城),西安市,汽车相关 充电站,特斯拉,5,其他
特斯拉汽车充电站(西安浐灞印象城),汽车相关,充电站,108.9964852,34.30705594,陕西省,西安市,108.9964852,34.30705594,特斯拉汽车充电站(西安浐灞印象城),西安市,汽车相关 充电站,特斯拉,2,其他
特斯拉汽车充电站(西安市熙地港),汽车相关,充电站,108.9446972,34.33863445,陕西省,西安市,108.9446972,34.33863445,特斯拉汽车充电站(西安市熙地港),西安市,汽车相关 充电站,特斯拉,8,其他
特斯拉汽车充电站(西安市大明宫建材家居钻石店),汽车相关,充电站,108.9727417,34.30747791,陕西省,西安市,108.9727417,34.30747791,特斯拉汽车充电站(西安市大明宫建材家居钻石店),西安市,汽车相关 充电站,特斯拉,2,其他
特斯拉汽车充电站(西安经开洲际酒店),汽车相关,充电站,108.9448721,34.33942242,陕西省,西安市,108.9448721,34.33942242,特斯拉汽车充电站(西安经开洲际酒店),西安市,汽车相关 充电站,特斯拉,2,其他
特斯拉汽车充电站(中国电子西安产业园),汽车相关,充电站,108.851377,34.36677869,陕西省,西安市,108.851377,34.36677869,特斯拉汽车充电站(中国电子西安产业园),西安市,汽车相关 充电站,特斯拉,3,其他
特斯拉汽车充电站(西安市水晶新天地),汽车相关,充电站,108.9637432,34.34155319,陕西省,西安市,108.9637432,34.34155319,特斯拉汽车充电站(西安市水晶新天地),西安市,汽车相关 充电站,特斯拉,8,其他
特斯拉汽车充电站(西安名都国际酒店),汽车相关,充电站,108.9469716,34.324809,陕西省,西安市,108.9469716,34.324809,特斯拉汽车充电站(西安名都国际酒店),西安市,汽车相关 充电站,特斯拉,3,其他
特斯拉汽车充电站(西安龙首印象城购物中心),汽车相关,充电站,108.9479474,34.29440477,陕西省,西安市,108.9479474,34.29440477,特斯拉汽车充电站(西安龙首印象城购物中心),西安市,汽车相关 充电站,特斯拉,4,其他
特斯拉汽车充电站(鱼藻路),汽车相关,充电站,108.9495191,34.34291356,陕西省,西安市,108.9495191,34.34291356,特斯拉汽车充电站(鱼藻路),西安市,汽车相关 充电站,特斯拉,2,其他
特斯拉汽车充电站(石桥车城圣保利名车中心),汽车相关,充电站,108.8451555,34.25330391,陕西省,西安市,108.8451555,34.25330391,特斯拉汽车充电站(石桥车城圣保利名车中心),西安市,汽车相关 充电站,特斯拉,5,其他
特斯拉汽车充电站(西安西咸吾悦广场),汽车相关,充电站,108.823628,34.25345727,陕西省,西安市,108.823628,34.25345727,特斯拉汽车充电站(西安西咸吾悦广场),西安市,汽车相关 充电站,特斯拉,7,其他
特斯拉汽车充电站(西安市浐灞艾美酒店),汽车相关,充电站,109.0152262,34.33914098,陕西省,西安市,109.0152262,34.33914098,特斯拉汽车充电站(西安市浐灞艾美酒店),西安市,汽车相关 充电站,特斯拉,5,其他
特斯拉汽车充电站(西安瑞成酒店站),汽车相关,充电站,108.9283742,34.3295457,陕西省,西安市,108.9283742,34.3295457,特斯拉汽车充电站(西安瑞成酒店站),西安市,汽车相关 充电站,特斯拉,7,其他
特斯拉汽车充电站(西安普汇中金国际中心超级站新国标),汽车相关,充电站,108.9378058,34.35275582,陕西省,西安市,108.9378058,34.35275582,特斯拉汽车充电站(西安普汇中金国际中心超级站新国标),西安市,汽车相关 充电站,特斯拉,2,其他
特斯拉汽车充电站(时光文化公园),汽车相关,充电站,108.9100058,34.19862932,陕西省,西安市,108.9100058,34.19862932,特斯拉汽车充电站(时光文化公园),西安市,汽车相关 充电站,特斯拉,2,其他
特斯拉汽车充电站(西安高新益田假日新天地),汽车相关,充电站,108.8832121,34.22022444,陕西省,西安市,108.8832121,34.22022444,特斯拉汽车充电站(西安高新益田假日新天地),西安市,汽车相关 充电站,特斯拉,2,其他
特斯拉汽车充电站(西安永利国际目的地充电站),汽车相关,充电站,108.8839359,34.19045727,陕西省,西安市,108.8839359,34.19045727,特斯拉汽车充电站(西安永利国际目的地充电站),西安市,汽车相关 充电站,特斯拉,3,其他
特斯拉汽车充电站(西安永利国际金融中心),汽车相关,充电站,108.8840319,34.19043826,陕西省,西安市,108.8840319,34.19043826,特斯拉汽车充电站(西安永利国际金融中心),西安市,汽车相关 充电站,特斯拉,8,其他
特斯拉汽车充电站(西安momopark目的地充电站),汽车相关,充电站,108.93327,34.22184253,陕西省,西安市,108.93327,34.22184253,特斯拉汽车充电站(西安momopark目的地充电站),西安市,汽车相关 充电站,特斯拉,7,其他
特斯拉汽车充电站(西安境商未来中心目的地充电站),汽车相关,充电站,108.8902505,34.19298317,陕西省,西安市,108.8902505,34.19298317,特斯拉汽车充电站(西安境商未来中心目的地充电站),西安市,汽车相关 充电站,特斯拉,8,其他
特斯拉汽车充电站(西安小寨银泰城),汽车相关,充电站,108.9409781,34.223362,陕西省,西安市,108.9409781,34.223362,特斯拉汽车充电站(西安小寨银泰城),西安市,汽车相关 充电站,特斯拉,3,其他
特斯拉汽车充电站(西安市城市立方),汽车相关,充电站,108.9374389,34.19408166,陕西省,西安市,108.9374389,34.19408166,特斯拉汽车充电站(西安市城市立方),西安市,汽车相关 充电站,特斯拉,3,其他
特斯拉汽车充电站(西安市特斯拉中大店),汽车相关,充电站,108.8933519,34.22011964,陕西省,西安市,108.8933519,34.22011964,特斯拉汽车充电站(西安市特斯拉中大店),西安市,汽车相关 充电站,特斯拉,6,其他
特斯拉汽车充电站(西安曲江银泰城),汽车相关,充电站,108.9632473,34.20610908,陕西省,西安市,108.9632473,34.20610908,特斯拉汽车充电站(西安曲江银泰城),西安市,汽车相关 充电站,特斯拉,5,其他
特斯拉汽车充电站(曲江银泰城B馆),汽车相关,充电站,108.9645671,34.20690589,陕西省,西安市,108.9645671,34.20690589,特斯拉汽车充电站(曲江银泰城B馆),西安市,汽车相关 充电站,特斯拉,5,其他
特斯拉汽车充电站(西安豪享来温德姆至尊酒店目的地充电站),汽车相关,充电站,108.9659129,34.20531869,陕西省,西安市,108.9659129,34.20531869,特斯拉汽车充电站(西安豪享来温德姆至尊酒店目的地充电站),西安市,汽车相关 充电站,特斯拉,4,其他
特斯拉汽车充电站(西安威斯汀大酒店),汽车相关,充电站,108.9628424,34.21508015,陕西省,西安市,108.9628424,34.21508015,特斯拉汽车充电站(西安威斯汀大酒店),西安市,汽车相关 充电站,特斯拉,3,其他
特斯拉汽车充电站(西安万众国际),汽车相关,充电站,108.9880799,34.19637828,陕西省,西安市,108.9880799,34.19637828,特斯拉汽车充电站(西安万众国际),西安市,汽车相关 充电站,特斯拉,7,其他
特斯拉汽车充电站(西安万科金域国际),汽车相关,充电站,108.8933519,34.22011964,陕西省,西安市,108.8933519,34.22011964,特斯拉汽车充电站(西安万科金域国际),西安市,汽车相关 充电站,特斯拉,6,其他
特斯拉汽车充电站(西安泰华金茂国际),汽车相关,充电站,108.8879021,34.22448764,陕西省,西安市,108.8879021,34.22448764,特斯拉汽车充电站(西安泰华金茂国际),西安市,汽车相关 充电站,特斯拉,6,其他
特斯拉汽车充电站(迈科中心站),汽车相关,充电站,108.8807575,34.19313981,陕西省,西安市,108.8807575,34.19313981,特斯拉汽车充电站(迈科中心站),西安市,汽车相关 充电站,特斯拉,8,其他
特斯拉汽车充电站(西安绿地中心),汽车相关,充电站,108.8807175,34.19416581,陕西省,西安市,108.8807175,34.19416581,特斯拉汽车充电站(西安绿地中心),西安市,汽车相关 充电站,特斯拉,5,其他
特斯拉汽车充电站(永和茶馆),汽车相关,充电站,108.9603119,34.19636952,陕西省,西安市,108.9603119,34.19636952,特斯拉汽车充电站(永和茶馆),西安市,汽车相关 充电站,特斯拉,3,其他
特斯拉汽车充电站(中晶华邑酒店),汽车相关,充电站,108.8824672,34.23069358,陕西省,西安市,108.8824672,34.23069358,特斯拉汽车充电站(中晶华邑酒店),西安市,汽车相关 充电站,特斯拉,4,其他
特斯拉汽车充电站(锦业路),汽车相关,充电站,108.8814874,34.19409669,陕西省,西安市,108.8814874,34.19409669,特斯拉汽车充电站(锦业路),西安市,汽车相关 充电站,特斯拉,3,其他
特斯拉汽车充电站(科技路),汽车相关,充电站,108.8982077,34.23360173,陕西省,西安市,108.8982077,34.23360173,特斯拉汽车充电站(科技路),西安市,汽车相关 充电站,特斯拉,8,其他
特斯拉汽车充电站(西安曲江银泰体验店),汽车相关,充电站,108.9629264,34.20525213,陕西省,西安市,108.9629264,34.20525213,特斯拉汽车充电站(西安曲江银泰体验店),西安市,汽车相关 充电站,特斯拉,2,其他
特斯拉汽车充电站(西安金辉环球广场超级站新国标),汽车相关,充电站,108.965314,34.18221575,陕西省,西安市,108.965314,34.18221575,特斯拉汽车充电站(西安金辉环球广场超级站新国标),西安市,汽车相关 充电站,特斯拉,3,其他
特斯拉汽车充电站(西安大诚行二手名车),汽车相关,充电站,108.8287671,34.23706032,陕西省,西安市,108.8287671,34.23706032,特斯拉汽车充电站(西安大诚行二手名车),西安市,汽车相关 充电站,特斯拉,8,其他
特斯拉汽车充电站(西安米糖主题智能酒店兵马俑华清池店目的地充电站),汽车相关,充电站,109.2173045,34.37428185,陕西省,西安市,109.2173045,34.37428185,特斯拉汽车充电站(西安米糖主题智能酒店兵马俑华清池店目的地充电站),西安市,汽车相关 充电站,特斯拉,2,其他
特斯拉汽车充电站(西安临潼区宜必思酒店目的地充电站),汽车相关,充电站,109.2359508,34.38174377,陕西省,西安市,109.2359508,34.38174377,特斯拉汽车充电站(西安临潼区宜必思酒店目的地充电站),西安市,汽车相关 充电站,特斯拉,2,其他
特斯拉汽车充电站(临潼爱琴海酒店站),汽车相关,充电站,109.1975933,34.3695252,陕西省,西安市,109.1975933,34.3695252,特斯拉汽车充电站(临潼爱琴海酒店站),西安市,汽车相关 充电站,特斯拉,4,其他
特斯拉汽车充电站(西安长兴北路骐骥目的地充电站),汽车相关,充电站,108.9392435,34.17110927,陕西省,西安市,108.9392435,34.17110927,特斯拉汽车充电站(西安长兴北路骐骥目的地充电站),西安市,汽车相关 充电站,特斯拉,7,其他
特斯拉汽车充电站(西安长安万科广场),汽车相关,充电站,108.8975989,34.15859675,陕西省,西安市,108.8975989,34.15859675,特斯拉汽车充电站(西安长安万科广场),西安市,汽车相关 充电站,特斯拉,5,其他
特斯拉汽车充电站(西安阳光天地),汽车相关,充电站,108.86669,34.17082481,陕西省,西安市,108.86669,34.17082481,特斯拉汽车充电站(西安阳光天地),西安市,汽车相关 充电站,特斯拉,3,其他
